StringID,KO_KR
D_107102001_Talk_01,Parece que os drones foram cuidados. Temos acompanhado as atividades da Chrome Arms.
D_107102001_Talk_02,"Como esperado, eles também estavam coletando partes dos destroços."
D_107102001_Talk_03,"Precisaremos descobrir quem está por trás deste grupo e qual é o seu objetivo, mas primeiro, devemos recuperar as partes dos destroços que eles levaram."
D_107102001_Talk_04,Derrube-os e recupere as partes que eles coletaram.
D_107102002_Sub_01,O que os Chrome Arms estão fazendo? Vamos recuperar as partes dos destroços que eles roubaram e descobrir.
D_107102003_Sub_01,Algo está estranho. Vamos em direção aos destroços.
D_107103001_Talk_01,"Esses navios... Considerando que os Chrome Arms roubaram partes dos destroços, tudo parece bem limpo."
D_107103001_Talk_02,"Além disso, a julgar pelas peças que recuperamos deles também, eles não estão apenas coletando sucata aleatória."
D_107103001_Talk_03,Há uma boa chance de que eles estejam atrás dos dispositivos terminais avançados contendo tecnologia Accretian.
D_107103001_Talk_04,Vamos derrubar os Chrome Arms ao redor e procurar por mais partes de destroços. Deve haver mais algumas sobrando.
D_107103002_Sub_01,Os Chrome Arms certamente roubaram muitos destroços. Eles são uma equipe de limpeza?
D_107103003_Sub_01,Vamos tentar escanear a localização dos destroços.
D_107103004_Sub_01,"Espere, há algum tipo de desenho naquele pedaço de destroço."
D_107104001_Talk_01,Este emblema... Não pode ser. Este é o emblema do Duque Oz. Por que está entre os destroços?
D_107104001_Talk_02,Este navio poderia pertencer ao Duque Oz?
D_107104001_Talk_03,Devemos investigar mais. Tem que haver mais pistas deixadas por aqui.
D_107104001_Talk_04,Vou chamar a equipe de investigação. Afaste os Chrome Arms para que não possam atacá-los.
D_107104002_Sub_01,Você deve empurrá-los de volta o máximo possível para a equipe de investigação.
D_107104003_Sub_01,Vamos deixar o resto para a equipe de investigação. Devemos relatar a descoberta do emblema do Duque Oz.
D_107104004_Talk_01,Ouvi dizer que você encontrou o emblema do Duque Oz entre os destroços.
D_107104004_Talk_02,"Enviei investigadores para o local que você nos notificou, então obteremos mais detalhes após a investigação."
D_107104004_Talk_03,Pergunte se o navio é o navio do Duque Oz.
D_107104004_Talk_04,"Por favor, entenda que, da minha posição, é difícil expressar minha opinião pessoal sobre o assunto."
D_107104004_Talk_05,"Enviamos nossos investigadores, então informaremos se surgir mais alguma coisa."
D_107104005_Sub_01,Não posso simplesmente esperar. Vamos entrar em contato com Chen.
D_107104006_Talk_01,"Olá, Mercenário. Ouvi dizer que você estava em uma missão investigativa. O que te traz até mim?"
D_107104006_Talk_02,Pergunte o que ela encontrou.
D_107104006_Talk_03,O emblema do Duque Oz foi encontrado na nave caída?
D_107104006_Talk_04,"Isso não pode ser possível. Pelo menos, até onde eu sei."
D_107104006_Talk_05,"Eu... não posso te dar uma resposta. Por favor, aguarde o Bureau de Investigação Akvaran chegar à sua conclusão."
D_107104006_Talk_06,"No entanto, uma coisa é clara... também não sabemos nada sobre o acidente."
D_107105001_Sub_01,Isso torna as coisas ainda mais suspeitas. Vamos falar com Javier primeiro.
D_107105001_Talk_01,Você encontrou o emblema do Duque Oz com a nave caída.
D_107105001_Talk_02,"Como Shalome disse, é difícil determinar o proprietário do navio apenas com base na descoberta de um emblema."
D_107105001_Talk_03,"As operações comerciais do Duque Oz são, sem dúvida, as maiores em Accretia."
D_107105001_Talk_04,"Na verdade, poderia ser considerado mais estranho se um navio desse tamanho não contivesse um único item pertencente ao Duque Oz."
D_107105001_Talk_05,"Claro, eu também estou convencido de que a nave caída e o Duque Oz estão conectados de alguma forma."
D_107105001_Talk_06,Tenho certeza de que a situação ficará mais clara assim que a equipe de investigação voltar com suas descobertas.
D_107105001_Talk_07,Pergunte sobre a equipe de investigação.
D_107105001_Talk_08,Tem sido tranquilo até agora... Mas alguns membros da equipe de investigação estão retornando tarde.
D_107105001_Talk_09,Há um lugar próximo que costumava ser um armazém. Procure os membros da equipe de investigação lá.
D_107105001_Talk_10,Tenha cuidado. Parece haver drones e robôs não registrados circulando nos arredores do armazém.
D_107105002_Sub_01,O armazém está naquela direção. Precisamos vasculhar os arredores do armazém em busca dos membros da equipe de investigação.
D_107105003_Sub_01,Alguém deve ter ativado um drone não registrado. Vamos ter que destruí-lo para inspecionar o armazém.
D_107106001_Sub_01,Não acho que esses robôs foram deixados aqui sem supervisão. Eles parecem ter sido hackeados.
D_107106002_Sub_01,O sinal do soldado de investigação está fraco. Vamos escanear a área.
D_107106003_Sub_01,Acho que tem alguém lá fora.
D_107107001_Talk_01,Este soldado da equipe de investigação já está morto. Ele nem sequer teve a chance de pedir Ajuda...
D_107107001_Talk_02,Seus ferimentos fatais não parecem ter sido infligidos por nenhum dos androides ou drones próximos.
D_107107001_Talk_03,Parece ser uma ferida de uma arma Karon. As armas deles eram muito distintivas. Você pode distinguir as feridas que elas deixam para trás.
D_107107001_Talk_04,Vamos procurar mais a fundo. Elimine os robôs ao redor e procure por mais membros da equipe de investigação.
D_107107002_Sub_01,Parece que essas máquinas de combate estavam no navio. Alguém hackeou os robôs.
D_107107002_Sub_02,Alguém deve estar tentando nos parar.
D_107107003_Sub_01,Vamos ativar a varredura de dentro da unidade de armazenamento.
D_107107004_Sub_01,Há um androide no chão ali.
D_107108001_Talk_01,Este robô... Não é como os outros robôs de combate.
D_107108001_Talk_02,"É um padrão de sinal familiar. Seus dados parecem um pouco danificados, mas este é definitivamente o androide do Duke Oz."
D_107108001_Talk_03,O registro de atividades mostra que era um robô piloto a bordo da nave caída.
D_107108001_Talk_04,Acho que tentou escapar da aeronave enquanto ela estava caindo.
D_107108001_Talk_05,"Quero pedir algumas respostas a Chen, mas... ela não respondeu desde a última vez que nos contatamos."
D_107108001_Talk_06,"Se for verdade que eles não estão relacionados ao acidente, então provavelmente estão conduzindo sua própria investigação."
D_107108001_Talk_07,Tenho certeza de que Chen entrará em contato primeiro assim que as coisas forem resolvidas. Vamos deixar este lugar para a equipe de investigação também e seguir em frente.
D_107108001_Talk_08,Vamos eliminar quaisquer ameaças para que a equipe de investigação possa investigar os destroços restantes.
D_107108002_Sub_01,Precisamos derrubar esses robôs para a equipe de investigação.
D_107108003_Sub_01,Vamos voltar para a base da equipe de investigação.
D_107109001_Talk_01,Você terminou de vasculhar a área ao redor da unidade de armazenamento? Deixe o resto conosco.
D_107109001_Talk_02,"A propósito... enquanto você estava fora, aquele garoto começou a parecer um pouco indisposto."
D_107109001_Talk_03,"Parece que Javier trouxe algumas informações, e ele está assim desde que as ouviu."
D_107109001_Talk_04,"Ele diz que não está se sentindo mal, mas você pode verificar como ele está?"
D_107109001_Talk_05,Não sou especialista em diagnosticar doenças de corpos clonados. Minha área de especialização são corpos de máquinas.
D_107109002_Talk_01,Você está de volta. Estou bem. Eu só estava me sentindo confuso de repente.
D_107109002_Talk_02,Pergunte o que está errado.
D_107109002_Talk_03,Javier me contou os resultados da Base de Pesquisa Severin.
D_107109002_Talk_04,O laboratório onde clones foram criados. Onde eu fui criado.
D_107109002_Talk_05,As memórias que tenho são meramente dados de memória transmitidos que foram implantados em um dos muitos clones.
D_107109002_Talk_06,Mas mesmo essas memórias estavam fragmentadas porque a transmissão foi interrompida no meio.
D_107109002_Talk_07,É por isso... minhas memórias estão cheias de buracos.
D_107109002_Talk_08,Eu segui os membros da equipe de investigação por alguns locais de destroços.
D_107109002_Talk_09,"Era muito familiar, mas não sei como conheço esta nave."
D_107109002_Talk_10,"Poderiam ser as memórias de Lotan, como Arca disse?"
D_107109002_Talk_11,O resto das minhas memórias perdidas... Será que tudo desapareceu nas ondas intermináveis de frequência?
D_107109002_Talk_12,Diga que ele encontrará suas memórias.
D_107109002_Talk_13,Obrigado... Eu realmente quero recuperar minhas memórias. Eu quero descobrir... quem eu sou.
D_107109003_Talk_01,O Reto acalmou-se um pouco? Ele parecia muito deprimido.
D_107109003_Talk_02,Diga que ele parece ter se acalmado.
D_107109003_Talk_03,Isso é um alívio. Recebi uma ligação das forças Bellatean procurando a Base de Pesquisa Severin.
D_107109003_Talk_04,Eles descobriram que os dados de memória transmitidos para Reto são apenas uma parte do todo.
D_107109003_Talk_05,"Pelo que ouvi, parece que há uma lacuna na memória dele... Acho que já ouvi uma história semelhante antes."
D_107109003_Talk_06,"Se conseguirmos encontrar os dados fragmentados, então seremos capazes de restaurar suas memórias."
D_107109003_Talk_07,Ainda estão tentando determinar a rota pela qual os dados foram transmitidos para a Base de Pesquisa Severin. Eles vão descobrir em breve.
D_107109003_Talk_08,"Antes disso, não temos algo a fazer? Estou falando sobre descobrir a causa do acidente."
D_107109003_Talk_09,Seremos capazes de determinar a causa assim que encontrarmos a caixa preta do navio.
D_107109003_Talk_10,"Já transmiti a ordem para procurar a caixa preta para a equipe de investigação, então você deve se juntar a eles também."
D_107109003_Talk_11,"A gangue Helas assumiu o local do acidente, então você terá que se livrar deles primeiro."
D_107109004_Sub_01,Os Helas vieram até aqui? Vamos nos apressar para o local da queda.
D_107109005_Sub_01,Elimine os Helas e procure nos arredores.
D_107109006_Sub_01,Precisamos encontrar a equipe de investigação. Não os vejo por perto...
D_107110001_Talk_01,Vejo que você está no local do acidente. Você já conheceu a equipe?
D_107110001_Talk_02,Diga que você não tem.
D_107110001_Talk_03,Isso é estranho. Eles nem estão respondendo a nós.
D_107110001_Talk_04,Eles relataram ter encontrado algo que parecia a caixa preta na última chamada.
D_107110001_Talk_05,Eles devem estar esperando por você lá...
D_107110001_Talk_06,Algo deve ter acontecido... É provável que eles tenham se envolvido em uma escaramuça com os Helas.
D_107110001_Talk_07,Vou enviar soldados para lá em breve. Cuide dos Helas e encontre os membros da equipe de investigação desaparecidos.
D_107110002_Sub_01,O grupo Helas deve ter começado uma briga com os membros da equipe de investigação. Deveríamos tê-los derrubado antes.
D_107110003_Sub_01,Vamos procurar por quaisquer sinais da equipe de investigação perto dos destroços.
D_107110004_Sub_01,Há evidências de alguém se movendo. É por ali!
D_107110005_Talk_01,Ugh... Você veio por mim. Aqueles bastardos dos Helas bagunçaram o sistema de comunicação.
D_107110005_Talk_02,Pergunte como eles estão.
D_107110005_Talk_03,"Estou bem. O tratamento terminou, então devo conseguir me mover em breve."
D_107110005_Talk_04,Encontramos a caixa preta do navio.
D_107110005_Talk_05,"No entanto, fomos atacados pelos Helas logo após relatar nossa descoberta."
D_107110005_Talk_06,"Eles também estavam procurando pela caixa preta. Como os Chrome Arms, acho que foram contratados por alguém."
D_107110005_Talk_07,"Crow, um dos nossos membros, conseguiu escapar com a caixa preta."
D_107110005_Talk_08,Ele teria ido na direção oposta da base para escapar dos Helas.
D_107111001_Talk_01,Por que os Helas estão perseguindo o Crow?
D_107111001_Talk_02,Eles já roubaram a maioria das peças dos destroços na Mina Diamant.
D_107111001_Talk_03,É realmente estranho que eles estejam tão obstinados em obter a caixa preta.
D_107111001_Talk_04,Eles estão tentando esconder algo? É melhor verificarmos o conteúdo daquela caixa preta.
D_107111001_Talk_05,Vamos derrubar os membros da gangue Helas nas proximidades e localizar o investigador com a caixa preta.
D_107111002_Sub_01,"Há muitos deles, mas seus movimentos não são organizados."
D_107111002_Sub_02,"O membro da investigação que escapou ainda deve estar bem, mas devemos nos apressar."
D_107111003_Sub_01,Acho que Javier descobriu quem está por trás dessa gangue.
D_107112001_Talk_01,"Descobri quem está por trás dos Chrome Arms e dos Helas. Como esperado, foram os Karons."
D_107112001_Talk_02,"Eles estão tentando recuperar as caixas-pretas do acidente, assim como nós."
D_107112001_Talk_03,"No entanto, eles provavelmente não estão atrás das caixas pretas para descobrir a verdade."
D_107112001_Talk_04,"Na verdade, eles provavelmente estão tentando recuperar todas as caixas-pretas em uma tentativa de esconder algo."
D_107112001_Talk_05,Vou enviar as coordenadas do último sinal de socorro do Crow.
D_107112001_Talk_06,"Elimine os Helas, encontre Crow e recupere a caixa preta."
D_107112002_Sub_01,O conteúdo da caixa preta é importante o suficiente para os Karons contratarem os Helas?
D_107112002_Sub_02,"Se eles estão trabalhando para os Karons, pelo menos não vou sentir culpa em eliminá-los."
D_107112003_Sub_01,Acho que vejo um membro da equipe de investigação à frente. Vamos nos apressar!
D_107113001_Talk_01,Eu sabia que você estava vindo porque estava emitindo um sinal. Isso foi por pouco.
D_107113001_Talk_02,Pergunte como eles estão.
D_107113001_Talk_03,Estou bem. Eu escondi a caixa preta em um canto e conduzi os Helas por este caminho.
D_107113001_Talk_04,"Eu não consegui perdê-los completamente, no entanto. Há Karons por perto."
D_107113001_Talk_05,Vou te contar onde escondi a caixa preta. Os Karons não vão recuar tão facilmente.
D_107113002_Sub_01,Temos a localização da caixa preta. Não está longe. Vamos nos apressar.
D_107113003_Sub_01,Tente ativar o scanner perto dos destroços.
D_107113004_Sub_01,A caixa preta está ali!
D_107113005_Sub_01,Vamos voltar para o membro da investigação. Precisamos retornar juntos.
